date,open,close,high,low,volume,amount,capital
2025-01-02,23.17,23.56,24.86,22.76,18999.05,63575.78,10880.0
2025-01-03,23.53,22.46,23.76,22.37,15475.0,50108.441,10880.0
2025-01-06,22.19,22.23,22.81,21.32,9166.0,28625.22,10880.0
2025-01-07,22.23,22.96,23.0,22.23,9993.0,31826.957,10880.0
2025-01-08,22.87,22.91,23.17,21.91,13237.0,42174.933,10880.0
2025-01-09,22.92,23.16,23.32,22.6,13481.0,43781.146,10880.0
2025-01-10,23.16,22.55,23.78,22.55,17002.0,55721.86,10880.0
2025-01-13,21.97,22.73,23.46,21.76,14016.0,44808.965,10880.0
2025-01-14,22.92,24.23,24.24,22.79,26373.02,88091.772,10880.0
2025-01-15,24.23,23.88,24.37,23.67,15860.0,53447.315,10880.0
2025-01-16,23.88,23.75,24.3,23.54,14349.55,48330.568,10880.0
2025-01-17,23.78,23.75,24.34,23.69,14617.0,49268.043,10880.0
2025-01-20,23.87,24.23,24.65,23.69,20076.85,68170.69,10880.0
2025-01-21,24.44,24.05,24.44,23.86,14742.0,49918.288,10880.0
2025-01-22,23.83,23.53,23.88,23.47,10936.0,36417.142,10880.0
2025-01-23,23.91,24.0,24.52,23.71,25856.0,88136.458,10880.0
2025-01-24,24.16,24.42,24.43,23.61,18939.3,64271.444,10880.0
2025-01-27,24.42,23.1,24.74,23.1,16206.0,54110.593,10880.0
2025-02-05,23.64,23.76,24.0,23.2,13900.38,46357.067,10880.0
2025-02-06,23.58,24.81,24.84,23.58,23754.0,82011.713,10880.0
2025-02-07,24.57,24.67,25.14,24.28,28174.44,98011.889,10880.0
2025-02-10,24.67,24.66,24.87,24.35,16658.05,57407.302,10880.0
2025-02-11,24.64,24.4,24.77,24.28,20045.5,68923.792,10880.0
2025-02-12,24.36,27.36,28.09,24.11,93705.08,349164.227,10880.0
2025-02-13,27.23,26.81,27.31,25.95,64388.42,240526.925,10880.0
2025-02-14,26.44,25.5,26.86,25.32,50342.15,183647.25,10880.0
2025-02-17,25.66,26.23,26.83,25.45,48435.95,179094.726,10880.0
2025-02-18,26.16,26.59,27.01,25.82,53698.0,200369.07,10880.0
2025-02-19,26.4,27.78,28.08,25.95,79409.12,307293.69,10880.0
2025-02-20,27.15,27.58,27.94,26.94,52474.87,202028.471,10880.0
2025-02-21,27.37,27.69,28.9,27.37,65047.21,255760.289,10880.0
2025-02-24,27.65,29.85,30.92,26.51,94924.49,387532.331,10880.0
2025-02-25,28.8,31.97,32.78,28.79,95684.56,423099.479,10880.0
2025-02-26,31.5,32.01,34.48,31.08,104622.34,486360.701,10880.0
2025-02-27,31.43,34.96,35.11,31.43,101110.39,474421.245,10880.0
2025-02-28,34.05,32.82,35.72,32.22,96918.2,463240.416,10880.0
2025-03-03,31.99,33.91,36.61,30.48,89365.6,424579.431,10880.0
