date,open,close,high,low,volume,amount,capital
2025-01-02,38.4700,37.1700,38.5700,36.4800,411600.9100,1546560.2020,123149.5054
2025-01-03,37.0500,35.4700,37.3700,35.4000,377757.0000,1366581.9890,123149.5054
2025-01-06,35.4700,35.5400,36.3500,35.3000,295153.7000,1055907.3070,123149.5054
2025-01-07,35.6600,36.5600,36.5800,35.5000,342989.0200,1239621.4380,123149.5054
2025-01-08,36.2900,36.2100,36.7700,35.0300,333167.2600,1198139.3120,123149.5054
2025-01-09,36.0000,36.2300,36.8500,35.9200,278831.7600,1016556.4310,123149.5054
2025-01-10,36.0000,34.9500,36.7300,34.9500,279626.0000,1003038.9140,123149.5054
2025-01-13,34.2100,35.0900,35.3100,34.0000,244467.9600,849490.7340,123149.5054
2025-01-14,35.4200,37.1000,37.2200,35.1000,430496.8700,1569485.0590,123149.5054
2025-01-15,37.1000,36.7500,37.5900,36.6200,394683.1000,1465333.2960,123149.5054
2025-01-16,36.9600,36.8200,37.8500,36.5000,316290.0000,1173862.1560,123149.5054
2025-01-17,36.6000,36.4600,37.0800,36.2700,240683.8700,881944.2070,123149.5054
2025-01-20,36.8400,36.3000,37.0700,36.2200,310626.0000,1138279.7190,123149.5054
2025-01-21,36.5000,36.3500,36.9000,35.7500,292096.1400,1059223.2080,123149.5054
2025-01-22,36.3000,35.2800,36.3100,35.2500,325099.4300,1158683.5050,123149.5054
2025-01-23,35.7200,35.1400,36.7900,35.1400,441419.2200,1591138.6270,123149.5054
2025-01-24,33.9000,36.4000,36.8000,33.5200,726172.0200,2593946.9300,123149.5054
2025-01-27,38.4900,36.8900,38.8500,36.6100,746293.3200,2786071.1390,123149.5054
2025-02-05,39.0000,43.5100,43.5100,38.8000,1378981.9700,5675522.0880,123149.5054
2025-02-06,42.3000,42.8000,44.0400,41.0100,1189514.5800,5038732.6630,123149.5054
2025-02-07,42.1100,42.9300,44.6500,41.7200,1239409.6700,5316895.6870,123149.5054
2025-02-10,43.6500,43.2800,43.9800,42.6000,883768.6300,3827828.2830,123149.5054
2025-02-11,42.7900,41.4000,42.7900,41.3900,841280.1800,3532552.8070,123149.5054
2025-02-12,41.6500,42.1100,42.5000,41.4400,611996.2800,2568880.6180,123149.5054
2025-02-13,42.1700,41.1500,42.4000,40.9000,661901.4000,2749845.4090,123149.5054
2025-02-14,40.9600,43.2100,44.5600,39.5000,1373555.9500,5814403.6600,123149.5054
2025-02-17,43.4600,43.2400,44.1900,42.5500,975518.3700,4229647.3660,123149.5054
2025-02-18,43.1100,42.4700,44.5400,42.3100,1052127.6300,4558913.6740,123149.5054
2025-02-19,41.8800,42.7000,43.1900,41.6500,695924.2600,2954695.8130,123149.5054
2025-02-20,42.5500,41.4400,42.5800,41.0600,648043.6600,2704775.5460,123149.5054
2025-02-21,41.8200,42.3800,42.8000,40.9600,696240.3500,2925433.3000,123149.5054
2025-02-24,42.2000,42.2500,43.1700,41.9200,571908.9900,2431179.5680,123149.5054
2025-02-25,40.9900,41.0700,41.7800,40.8200,516141.1600,2126254.4920,123149.5054
2025-02-26,41.4500,40.8200,42.1600,40.4100,559350.4600,2300083.3350,123149.5054
2025-02-27,40.5300,39.9100,41.1000,39.3000,493263.0300,1980399.2540,123149.5054
2025-02-28,39.6500,37.0100,39.8200,36.8700,575868.9300,2193736.7010,123149.5054
2025-03-03,37.2500,37.2000,38.1600,36.8200,351008.7600,1316889.8390,123149.5054
2025-03-04,36.8000,37.5000,37.5800,36.7000,245466.8500,916429.1470,123149.5054
2025-03-05,37.4000,37.5300,37.8100,37.0400,267685.5800,1000698.7040,123149.5054
2025-03-06,38.2100,39.4600,40.1200,38.2000,634640.4200,2482660.9800,123149.5054
2025-03-07,40.1000,39.9200,42.0000,39.4800,915617.5900,3730103.9590,123149.5054
2025-03-10,39.1000,38.6600,39.4900,38.3000,464588.0200,1799365.4080,123149.5054
2025-03-11,38.0400,38.3300,38.4000,37.8800,272555.7600,1038098.1840,123149.5054
2025-03-12,38.6900,38.0700,38.8200,38.0300,307637.9000,1183896.4330,123149.5054
2025-03-13,37.9800,37.4300,38.4400,37.1900,278628.9600,1048331.5460,123149.5054
2025-03-14,37.5000,38.3500,38.7800,37.2200,332810.1700,1267123.8490,123149.5054
2025-03-17,38.6000,38.0500,38.6500,38.0000,235176.0300,897779.8860,123149.5054
2025-03-18,38.3100,38.0300,38.5500,37.9200,221154.3000,844411.8910,123149.5054
2025-03-19,38.1200,37.5900,38.2000,37.5000,203952.4600,769839.8080,123149.5054
2025-03-20,37.5600,37.1600,37.8800,37.1400,188736.0000,707939.8160,123149.5054
2025-03-21,37.1500,36.3400,37.4000,36.3300,228935.0200,842466.2690,123149.5054
2025-03-24,36.3000,35.8600,36.5000,34.6200,293040.3200,1040130.6980,123149.5054
2025-03-25,35.5700,35.0800,35.8500,34.8900,172659.0000,610821.0730,123149.5054
2025-03-26,35.2200,35.0900,35.6300,35.0800,136248.1500,481121.2690,123149.5054
2025-03-27,35.5700,35.7100,36.6100,35.3500,295572.2900,1068938.6120,123149.5054
2025-03-28,36.0000,35.0200,36.0500,35.0200,174569.4800,618568.2090,123149.5054
2025-03-31,34.6600,34.4600,34.7000,33.8200,215303.6900,737020.2100,123149.5054
2025-04-01,34.6300,34.2000,34.8600,34.1500,150130.3800,517649.4420,123149.5054
2025-04-02,34.2000,34.2400,34.6300,34.1100,113785.4400,390841.7650,123149.5054
2025-04-03,33.7100,34.0400,34.4800,33.5500,152651.7400,519755.3820,123149.5054
2025-04-07,31.8800,27.2300,32.2200,27.2300,525812.6900,1529067.9070,123149.5054
2025-04-08,27.8000,28.6900,29.5600,27.7900,445559.7400,1274973.1730,123149.5054
2025-04-09,27.9700,29.5300,29.7500,27.1300,392399.7300,1130304.1570,123149.5054
2025-04-10,30.5200,30.1200,31.1500,30.1200,334874.4400,1026199.1740,123149.5054
2025-04-11,29.8100,30.3000,30.7300,29.6900,233690.6100,708088.4990,123149.5054
2025-04-14,30.9500,30.8000,31.4000,30.7100,227581.7600,705602.4510,123149.5054
2025-04-15,30.7600,30.6400,31.1700,30.4400,150898.8300,462848.3300,123149.5054
2025-04-16,30.7700,30.3900,30.8200,29.8200,161528.0000,490291.5850,123149.5054
2025-04-17,29.9900,30.1000,30.6500,29.9900,130731.0000,397025.7210,123149.5054
2025-04-18,30.1000,30.3000,30.3500,29.8800,115820.6900,349016.0570,123149.5054
2025-04-21,30.2800,31.0000,31.1400,29.9200,201154.0000,617467.1920,123149.5054
2025-04-22,30.8500,30.7000,31.3000,30.6800,156046.4000,482152.6240,123149.5054
2025-04-23,31.0300,30.6800,31.1500,30.6000,164157.5400,505787.1220,123149.5054
2025-04-24,30.8000,30.0600,31.1000,30.0400,188842.4600,575432.9940,123149.5054
2025-04-25,30.1000,30.0700,30.5600,29.9500,173008.3600,522489.2780,123149.5054
2025-04-28,30.7000,30.8000,31.8000,30.5200,421632.6600,1313258.2300,123149.5054
2025-04-29,30.9000,31.4000,32.2100,30.5100,354866.3200,1122349.2240,123149.5054
2025-04-30,31.7300,31.9000,32.5000,31.4000,361137.7200,1157020.7170,123149.5054
2025-05-06,32.2800,32.7900,32.8400,31.4100,326684.5100,1058221.9160,123149.5054
2025-05-07,33.3600,32.5100,33.4400,32.2800,281492.8000,920126.0020,123149.5054
2025-05-08,32.3100,32.8700,33.3800,32.3100,347559.4600,1145267.1000,123149.5054
2025-05-09,32.7000,31.9900,32.8200,31.9700,212500.1300,684006.4980,123149.5054
2025-05-12,32.4300,32.6900,32.7000,32.1300,204811.4100,665851.0790,123149.5054
2025-05-13,33.1500,32.5000,33.3500,32.4600,233284.5100,766989.3670,123149.5054
2025-05-14,32.5000,32.6300,32.8800,32.1100,192810.0000,626397.0540,123149.5054
2025-05-15,32.6500,31.6800,32.6500,31.6200,174544.6800,557112.8520,123149.5054
2025-05-16,31.5000,31.6200,31.9500,31.4900,114969.2500,364709.8310,123149.5054
2025-05-19,31.5000,31.1300,31.5100,30.5700,182441.9200,563650.5230,123149.5054
2025-05-20,31.1000,31.6700,31.9000,30.8000,180250.8500,565943.6490,123149.5054
